Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Revoshi D'App Strng (995 g);54;62,1
Revoshi Eskimo C (50 g);4,35;5
Revoshi Eskimo Cndy (50 g);4,35;5
Revoshi Eskimo L (50 g);4,35;5
Revoshi Eskimo L (995 g);75;86,25
Revoshi Eskimo Lmn (50 g);4,35;5
Revoshi Eskimo Loka (200 g);15,95;18,35
Revoshi Eskimo Loka (25 g);1,85;2,15
Revoshi Eskimo Loka (50 g);4,35;5
Revoshi Eskimo P´app (50 g);4,35;5
Revoshi Eskimo P'A (200 g);15,95;18,35
Revoshi Eskimo Polar (200 g);15,95;18,35
Revoshi Eskimo Polar (50 g);4,35;5
Revoshi Eskimo Vtrmln (50 g);4,35;5
Revoshi Eskimo-A (200 g);15,95;18,35
Revoshi Eskimo-C (200 g);15,95;18,35
Revoshi Eskimo-C (25 g);1,85;2,15
Revoshi Eskimo-L (200 g);15,95;18,35
Revoshi Eskimo-L (25 g);1,85;2,15
Revoshi Eskimo-P'A (25 g);1,85;2,15
Revoshi Eskimo-W (200g);15,95;18,35
Revoshi Eskimo-W (25 g);1,85;2,15
Revoshi Float Like Butterfly (200 g);18;20,7
Revoshi Float Like Butterfly (50 g);4,8;5,5
Revoshi Free Spartacus (200 g);15,95;18,35
Revoshi Free Spartacus (25 g);1,85;2,15
Revoshi Free Spartacus (50 g);4,35;5
Revoshi Funny Bunny (200 g);15,95;18,35
Revoshi Funny Bunny (25 g);1,85;2,15
Revoshi Funny Bunny (50 g);4,35;5
Revoshi G (200 g);15,95;18,35
Revoshi G Jager (200 g);15,95;18,35
Revoshi G Jager (25 g);1,85;2,15
Revoshi G Jager (50 g);4,35;5
Revoshi Ghandi Spir (200 g);15,95;18,35
Revoshi GM (200 g);15,95;18,35
Revoshi GM (50 g);4,35;5
Revoshi GP (50 g);4,35;5
Revoshi Green Jager (200 g);15,95;18,35
Revoshi Green Jager (25 g);1,85;2,15
Revoshi Green Jager (50 g);4,35;5
Revoshi Grp (50 g);4,35;5
Revoshi Grp-Mnt (50 g);4,35;5
Revoshi Kak de la Trshkv (200 g);15,95;18,35
Revoshi Kak de la Trshkv (25 g);1,85;2,15
Revoshi Kak dela Trshkv (50 g);4,35;5
Revoshi Kazak (200 g);15,95;18,35
Revoshi Kazak (25 g);1,85;2,15
Revoshi Kazak (50 g);4,35;5
Revoshi L (200 g);15,95;18,35
Revoshi L (50 g);4,35;5
Revoshi Lazy Sunday (200 g);15,95;18,35
Revoshi Lazy Sunday (50 g);4,35;5
Revoshi Leonidas Spirit (200 g);15,95;18,35
Revoshi Leonidas Spirit (25 g);1,85;2,15
Revoshi Leonidas Spirit (50 g);4,35;5
Revoshi LM (200 g);15,95;18,35
Revoshi LM (50 g);4,35;5
Revoshi Lmn (50 g);4,35;5
Revoshi Lmn-Mnt (50 g);4,35;5
Revoshi M (50 g);4,35;5
Revoshi Mnt (50 g);4,35;5
Revoshi Mulan Sword (200 g);15,95;18,35
Revoshi Mulan Sword (25 g);1,85;2,15
Revoshi Mulan Sword (50 g);4,35;5
Revoshi Nana (200g);15,95;18,35
Revoshi Nana (50g);4,35;5
Revoshi Nana (995 g);54;62,1
Revoshi O (200 g);15,95;18,35
Revoshi O (50 g);4,35;5
Revoshi Ola Zapata (200 g);15,95;18,35
Revoshi Ola Zapata (25 g);1,85;2,15
Revoshi Ola Zapata (50 g);4,35;5
Revoshi OM (200 g);15,95;18,35
Revoshi --OM-- (25 g);1,85;2,15
Revoshi OM (50 g);4,35;5
Revoshi Orng (50 g);4,35;5
Revoshi Orng-Mnt (50 g);4,35;5
Revoshi Pancho Villa (200 g);15,95;18,35
Revoshi Pancho Villa (25 g);1,85;2,15
Revoshi Pancho Villa (50 g);4,35;5
Revoshi Panonino (200 g);15,95;18,35
Revoshi Panonino (25 g);1,85;2,15
Revoshi Panonino (50 g);4,35;5
Revoshi Racy Colombian (200 g);15,95;18,35
Revoshi Racy Colombian (25 g);1,85;2,15
Revoshi Racy Colombian (50 g);4,35;5
Revoshi Raggata (200 g);15,95;18,35
Revoshi Raggata (25 g);1,85;2,15
Revoshi Raggata (50 g);4,35;5
Revoshi Ragnar (200 g);15,95;18,35
Revoshi Ragnar (25 g);1,85;2,15
Revoshi Ragnar (50 g);4,35;5
Revoshi Red Sunset (200 g);15,95;18,35
Revoshi Red Sunset (50 g);4,35;5
Revoshi Rope a Dope (200 g);18;20,7
Revoshi Rope a Dope (50 g);4,8;5,5
Revoshi Rumble Of Jungle (200 g);18;20,7
Revoshi Rumble Of Jungle (50 g);4,8;5,5
Revoshi Sting Like Bee (200 g);18;20,7
Revoshi Sting Like Bee (50 g);4,8;5,5
Revoshi Thanks Engels (200 g);15,95;18,35
Revoshi Thanks Engels (25 g);1,85;2,15
Revoshi Thanks Engels (50 g);4,35;5
Revoshi The Shuffle (200 g);18;20,7
Revoshi The Shuffle (50 g);4,8;5,5
Revoshi Txele (200 g);15,95;18,35
Revoshi Txele (50 g);4,35;5
Revoshi Vaina (200 g);15,95;18,35
Revoshi Vaina (50 g);4,35;5
Revoshi Vamos Ernesto (200 g);15,95;18,35
Revoshi Vamos Ernesto (25 g);1,85;2,15
Revoshi Vamos Ernesto (50 g);4,35;5
Revoshi What's My Name? (200 g);18;20,7
Revoshi What's My Name? (50 g);4,8;5,5
Revoshi Zingy Newyork (200 g);15,95;18,35
Revoshi Zingy Newyork (25 g);1,85;2,15
Revoshi Zingy Newyork (50 g);4,35;5
Robert Lewis Nº 123 Mixture (50 g);15,5;17,8
Rodeo By Gawith, Hoggarth & Co (50 g);17,3;19,9
Sacramento (20 g);1,5;1,7
Sacramento (40 g);2,9;3,35
Sahara (100 g);7;8,05
Sahara International Blend (100 g);8,1;9,3
Sailor´s Pride Blond Virginia (40 g);2,9;3,35
Sailor´s Pride Blossom Gold (40 g);2,9;3,35
Sailor´s Pride English Delight (40 g);2,9;3,35
Sailor´s Pride Kentucky (40 g);2,9;3,35
Sailor´s Pride Mon Cheri (40 g);2,9;3,35
Samuel Gawith 1792 Flake (50 g);24,6;28,3
Samuel Gawith Balkan Flake (50 g);24,6;28,3
Samuel Gawith Best Brown Flake (50 g);24,6;28,3
Samuel Gawith Bob's CH Flake (50 g);22,9;26,35
Samuel Gawith Bothy Flake (50 g);24,6;28,3
Samuel Gawith Cabbie's Roll Cut (50 g);32;36,8
Samuel Gawith Celtic Talisman (50 g);24,6;28,3
Samuel Gawith Commonwealth (50 g);25,2;29
Samuel Gawith Full Virginia Flake (50 g);24,6;28,3
Samuel Gawith Golden Glow (50 g);24,6;28,3
Samuel Gawith Hoggarth Balkan Mixture (50 g);23,5;27
Samuel Gawith James Flake (50 g);24,6;28,3
Samuel Gawith K C  Flake (50 g);24,6;28,3
Samuel Gawith Louisiana Flake (50 g);22,8;26,2
Samuel Gawith Navy Flake (50 g);24,6;28,3
Samuel Gawith Perfection Mixture (50 g);24,6;28,3
Samuel Gawith Sam's Flake (50 g);24,6;28,3
Samuel Gawith Squadron Leader (50 g);24,6;28,3
Savacco 6IX Blend (200 g);14,95;17,2
Savacco 6IX Blend (50 g);3,95;4,55
Savacco Assasins Green (200 g);14,95;17,2
Savacco Assasins Green (50 g);3,95;4,55
Savacco Black Colussus (200 g);14,95;17,2
Savacco Black Colussus (50 g);3,95;4,55
Savacco Cosmopower (200 g);14,95;17,2
Savacco Cosmopower (50 g);3,95;4,55
Savacco Eff A ( 200 g);14,95;17,2
Savacco Eff A (50 g);3,95;4,55
Savacco G6 On The Rocks (200 g);14,95;17,2
Savacco G6 On The Rocks (50 g);3,95;4,55
Savacco Green Myst (200 g);14,95;17,2
Savacco Green Myst (50 g);3,95;4,55
Savacco Hawaiian Myst (200 g);14,95;17,2
Savacco Hawaiian Myst (50 g);3,95;4,55
Savacco Irn-Ade (200 g);14,95;17,2
Savacco Irn-Ade (50 g);3,95;4,55
Savacco Mellow Haze (200 g);14,95;17,2
Savacco Mellow Haze (50 g);3,95;4,55
Savacco Passionova (200 g);14,95;17,2
Savacco Passionova (50 g);3,95;4,55
Savacco Purple Sensation (200 g);14,95;17,2
Savacco Purple Sensation (50 g);3,95;4,55
Savacco Pynk Myst (200 g);14,95;17,2
Savacco Pynk Myst (50 g);3,95;4,55
Savacco Simply Blue (200 g);14,95;17,2
Savacco Simply Blue (50 g);3,95;4,55
Savacco Swizztastic (200 g);14,95;17,2
Savacco Swizztastic (50 g);3,95;4,55
Savinelli Armonia (50 g);18;20,7
Savinelli Aroma (50 g);18;20,7
Savinelli Black Cavendish (Rot-Red) (50 g);18;20,7
Savinelli Cavendish (Braun-Brown) (50 g);18;20,7
Savinelli English Mixture (Grün-Green)(50 g);18;20,7
Savinelli Leonardo (100 g);28;32,2
Savinelli The Balkans (Gelb - Yellow) (50 g);18;20,7
Sayes! Dominika (100 g);11,95;13,75
Sayes! Ginbrew (100 g);11,95;13,75
Sayes! Noir Bry (100 g);11,95;13,75
Sayes! Passika (100 g);11,95;13,75
Sayes! Pinkman (100 g);11,95;13,75
Sayes! Raspi (100 g);11,95;13,75
Sayes! Rokman (100 g);11,95;13,75
Sayes! Shak (100 g);11,95;13,75
Sayes! Spayz (100 g);11,95;13,75
Sayes! Zola (100 g);11,95;13,75
Scaferlati Caporal  (40 g);7,5;8,6
Scottish Corner Aberdeen Edition (12 g);1,1;1,25
Scottish Corner Aberdeen Edition (20 g);1,7;1,95
Scottish Corner Old Course (20 g);1,7;1,95
Scottish Corner Old Course (55 g);4,6;5,3
Scottish Corner Pipe (40 g);3,5;4
Scottish Corner Pipe Aberdeen Edition (55 g);4,6;5,3
Sebero Artic Mix Kiss of a Beauty (200 g);19,5;22,4
Sebero Artic Mix Kiss of a Beauty (50 g);5,15;5,9
Sebero Artic Mix Tropical Heat (200 g);19,5;22,4
Sebero Artic Mix Tropical Heat (50 g);5,15;5,9
Sebero Artic Mix Weightlessness (200 g);19,5;22,4
Sebero Artic Mix Weightlessness (50 g);5,15;5,9
Sebero Black Fun Madness (200 g);19,5;22,4
Sebero Black Fun Madness (50 g);5,15;5,9
Sebero Black Kingly (200 g);19,5;22,4
Sebero Black Kingly (50 g);5,15;5,9
Sebero Black Lunch Break (200 g);19,5;22,4
Sebero Black Lunch Break (50 g);5,15;5,9
Sebero Black Pearl (200 g);19,5;22,4
Sebero Black Pearl (50 g);5,15;5,9
Sebero Black Predictions (200 g);19,5;22,4
Sebero Black Predictions (50 g);5,15;5,9
Sebero Black Red-Yellow Mix (200 g);19,5;22,4
Sebero Black Red-Yellow Mix (50 g);5,15;5,9
Sebero Blue Forest (200 g);19,5;22,4
Sebero Blue Forest (50 g);5,15;5,9
Sebero Bumble (200 g);19,5;22,4
Sebero Bumble (50 g);5,15;5,9
Sebero Children Sun (200 g);19,5;22,4
Sebero Children Sun (50 g);5,15;5,9
Sebero Depth (200 g);19,5;22,4
Sebero Depth (50 g);5,15;5,9
Sebero Double Royal (200 g);19,5;22,4
Sebero Double Royal (50 g);5,15;5,9
Sebero Garden Queen (200 g);19,5;22,4
Sebero Garden Queen (50 g);5,15;5,9
Sebero Heart (200 g);19,5;22,4
Sebero Heart (50 g);5,15;5,9
Sebero Hedgehogs (200 g);19,5;22,4
Sebero Hedgehogs (50 g);5,15;5,9
Sebero Italian Sunset (200 g);19,5;22,4
Sebero Italian Sunset (50 g);5,15;5,9
Sebero Love and Passion (200 g);19,5;22,4
Sebero Love and Passion (50 g);5,15;5,9
Sebero Sunlight (200 g);19,5;22,4
Sebero Sunlight (50 g);5,15;5,9
Sebero Tropical (200 g);19,5;22,4
Sebero Tropical (50 g);5,15;5,9
Sebero Wonder (200 g);19,5;22,4
Sebero Wonder (50 g);5,15;5,9
Selesta Original Blend (20 g);1,5;1,7
Serbetli Balence (50 g);3,1;3,55
Serbetli Ehke (50 g);3,1;3,55
Serbetli Imcesy (50 g);3,1;3,55
Serbetli Shisha Banastra (200 g);10,95;12,6
Serbetli Shisha Banastra (50 g);2,95;3,4
Serbetli Shisha Blue Tropic (200 g);11,5;13,2
Serbetli Shisha Blue Tropic (50 g);3,1;3,55
Serbetli Shisha Dark Blue (50 g);3,1;3,55
Serbetli Shisha Emon Ke (200 g);10,95;12,6
Serbetli Shisha Emon Ke (50 g);2,95;3,4
Serbetli Shisha Fei Joan (50 g);3,1;3,55
Serbetli Shisha Fresh Mix (50 g);3,1;3,55
Serbetli Shisha Genios Dream (50 g);3,1;3,55
Serbetli Shisha Grapic (200 g);11,5;13,2
Serbetli Shisha Grapic (50 g);3,1;3,55
Serbetli Shisha Green Flash (200 g);11,5;13,2
Serbetli Shisha Green Flash (50 g);3,1;3,55
Serbetli Shisha Green Mix (200 g);14;16,1
Serbetli Shisha Green Mix (50 g);3,8;4,35
Serbetli Shisha Hate 69 (200 g);11,5;13,2
Serbetli Shisha Hate 69 (50 g);3,1;3,55
Serbetli Shisha Icbodrumm (200 g);14;16,1
Serbetli Shisha Icbodrumm (50 g);3,1;3,55
Serbetli Shisha Ice Bird (200 g);11,5;13,2
Serbetli Shisha Ice Bird (50 g);3,1;3,55
Serbetli Shisha Ice Pin (200 g);11,5;13,2
Serbetli Shisha Ice Pin (50 g);3,1;3,55
Serbetli Shisha Ime Spiced Pinch (200 g);10,95;12,6
Serbetli Shisha Ime Spiced Pinch (50 g);2,95;3,4
Serbetli Shisha Imliceblerry (200 g);10,95;12,6
Serbetli Shisha Imliceblerry (50 g);2,95;3,4
Serbetli Shisha Istanbul Nights (200 g);11,5;13,2
Serbetli Shisha Istanbul Nights (50 g);3,1;3,55
Serbetli Shisha Lemmer (50 g);3,1;3,55
Serbetli Shisha Maca Roll (50 g);3,1;3,55
Serbetli Shisha Margaritail (50 g);3,1;3,55
Serbetli Shisha Rotana (200 g);11,5;13,2
Serbetli Shisha Rotana (50 g);3,1;3,55
Serbetli Shisha Sheikh (50 g);3,1;3,55
Serbetli Shisha Stra Shark (200 g);14;16,1
Serbetli Shisha Stra Shark (50 g);3,8;4,35
Serbetli Shisha T-Ber (200 g);11,5;13,2
Serbetli Shisha T-Ber (50 g);3,1;3,55
Serbetli Shisha Vista Show (50 g);3,1;3,55
Serbetli Spepinch (50 g);3,1;3,55
Shisha Kartel Big Bagman (200 g);17,95;20,65
Shisha Kartel Big Bagman (50 g);4,95;5,7
Shisha Kartel Blood Bath (50 g);4,5;5,2
Shisha Kartel Bouncer Bruno (200 g);17,95;20,65
Shisha Kartel Bouncer Bruno (50 g);4,95;5,7
Shisha Kartel Capo Dei Capi (200 g);17,95;20,65
Shisha Kartel Capo Dei Capi (50 g);4,95;5,7
Shisha Kartel Capo Dei Capi (950 g);59,9;68,9
Shisha Kartel Cursed Crusader (50 g);4,5;5,2
Shisha Kartel Fatal Frenzy (50 g);4,5;5,2
Shisha Kartel Guilty Gang (200 g);16,5;19
Shisha Kartel Guilty Gang (50 g);4,5;5,2
Shisha Kartel Guilty Gang (950 g);59,9;68,9
Shisha Kartel Happy Hound (200 g);17,95;20,65
Shisha Kartel Happy Hound (50 g);4,95;5,7
Shisha Kartel Hidden Hacker (50 g);4,5;5,2
Shisha Kartel Krazee Kombo (200 g);16,5;19
Shisha Kartel Krazee Kombo (50 g);4,5;5,2
Shisha Kartel Latino Loco (50 g);4,5;5,2
Shisha Kartel Mafia Madness (50 g);4,5;5,2
Shisha Kartel Maniac Manager (50 g);4,5;5,2
Shisha Kartel Milf Mia (50 g);4,5;5,2
Shisha Kartel Plata o Plomo (200 g);17,95;20,65
Shisha Kartel Plata o Plomo (50 g);4,95;5,7
Shisha Kartel Sexy Sheba (200 g);17,95;20,65
Shisha Kartel Sexy Sheba (50 g);4,95;5,7
Shisha Kartel Sexy Sheba (950 g);59,9;68,9
Shisha Kartel Silly Scientish (50 g);4,5;5,2
Sillem's Blau/Blue (100 g);28;32,2
Sillem's Grün/Green (100 g);24,4;28,05
Sillem's Linea Epoque Antique (100 g);28;32,2
Sillem's Rot/Red (100 g);24,4;28,05
Sillem's Schwarz/Black (100 g);24,4;28,05
Sindbad Mint Water Pipe Tobacco (40 g);2,3;2,65
Sioux Original Red (100 g);7,6;8,75
Sioux Original Red (20 g);1,5;1,7
Sioux Original Red lata (40 g);3,5;4
Skandinavik Mixture (50 g);7,9;9,1
Skandinavik Navy (50 g);8,1;9,3
Smoker´s Choice Century Mixture (15 g);1,25;1,45
Smokers Choice (80 g);5,75;6,6
Smokers Choice Century Mixture (50 g);3,5;4
Smokers Choice Gold Navy (50 g);3,5;4
Smokers Freedom (80 g);5,75;6,6
Smokers Freedom 1792 Flake By SG (50 g);8;9,2
Smokers Freedom Balanced Aromatic Mixture (50 g);3,5;4
Smokers Freedom Chocolate Flake By SG (50 g);8;9,2
Smokers Freedom Grousemoore By SG (50 g);8;9,2
Smokers Freedom Special Mixture Nº 4 (50 g);3,5;4
Smokers Freedom Squadron Leader Special Edition By SG (50 g);8;9,2
Social Smoke Absolute Zero (200 g);18,95;21,8
Social Smoke Absolute Zero (50 g);4,95;5,7
Social Smoke C Roll (200 g);18,95;21,8
Social Smoke C Roll (50 g);4,95;5,7
Social Smoke CA Chill (200 g);18,95;21,8
Social Smoke CA Chill (50 g);4,95;5,7
Social Smoke CU Chill (200 g);18,95;21,8
Social Smoke CU Chill (50 g);4,95;5,7
Social Smoke D D L (200 g);18,95;21,8
Social Smoke D D L (50 g);4,95;5,7
Social Smoke Gumtastic (200 g);18,95;21,8
Social Smoke Gumtastic (50 g);4,95;5,7
Social Smoke H CTA (200 g);18,95;21,8
Social Smoke H CTA (50 g);4,95;5,7
Social Smoke HD M Chill (200 g);18,95;21,8
Social Smoke HD M Chill (50 g);4,95;5,7
Social Smoke L Chill (200 g);18,95;21,8
Social Smoke L Chill (50 g);4,95;5,7
Social Smoke P Chill (200 g);18,95;21,8
Social Smoke P Chill (50 g);4,95;5,7
Social Smoke P Chill (999 g);82,9;95,35
Social Smoke PST BRZ (200 g);18,95;21,8
Social Smoke PST BRZ (50 g);4,95;5,7
Social Smoke Twisted (200 g);18,95;21,8
Social Smoke Twisted (50 g);4,95;5,7
Social Smoke White Bear (200 g);18,95;21,8
Social Smoke White Bear (50 g);4,95;5,7
Social Smoke WM Chill (200 g);18,95;21,8
Social Smoke WM Chill (50 g);4,95;5,7
Solani Aged Burley Flake/Blend 656 (50 g);18;20,7
Solani Blau/Blend 369 (50 g);18;20,7
Solani Festival/Blend 333 (50 g);18;20,7
Solani Gold/Blend 779 (50 g);18;20,7
Solani Grün/Blend 127 (50 g);18;20,7
Solani Mystery/Blend 113 (50 g);18;20,7
Solani Rot/Blend 131 (50 g);18;20,7
Solani Silver Flake/Blend 660 (100 g);36;41,4
Solani Virginia Flake/Blend 633 (50 g);16,2;18,65
Special Star de Luxe (90 g);4;4,6
Special Star Negro (90 g);4;4,6
Springwater Pipa (50 g);2,75;3,15
St. Bruno Ready Rubbed (50 g);8,6;9,9
Stanislaw Balkan Latakia (50 g);4,5;5,2
Stanislaw Black Cavendish (50 g);4,5;5,2
Stanislaw Blackberry Blend (50 g);4,5;5,2
Stanislaw Danish Blend  (50 g);4,5;5,2
Stanislaw London Mixture (50 g);4,5;5,2
Stanley Original Blend (100 g);8,2;9,45
Stanley Original Blend (20 g);1,8;2,05
Stanley Original Blend (500 g);39;44,85
Stanley Original Blend (999 g);77;88,55
Stanwell Kir & Apple (50 g);5,2;6
Stanwell Melange (50 g);8,4;9,65
Stanwell Sungold (50 g);8,4;9,65
Starbuzz Bold App Doppio (100 g);9,95;11,45
Starbuzz Bold Black Ice (100 g);9,95;11,45
Starbuzz Bold Black Mist (100 g);9,95;11,45
Starbuzz Bold Brown Kiss (100 g);9,95;11,45
Starbuzz Bold Frost Bite (100 g);9,95;11,45
Starbuzz Bold G Freeze (100 g);9,95;11,45
Starbuzz Bold Golden Gee (100 g);9,95;11,45
Starbuzz Bold Ice Colossus (100 g);9,95;11,45
Starbuzz Bold Indy White (100 g);9,95;11,45
Starbuzz Bold Tropikool Mist (100 g);9,95;11,45
Starbuzz Bold Tropikool (100 g);9,95;11,45
Starbuzz Bold Wet Meli Freeze (100 g);9,95;11,45
Starbuzz Bold White Freeze (100 g);9,95;11,45
Starbuzz Bold Yellow Mist (100 g);9,95;11,45
Starbuzz Classic Line Double App (50 g);4,2;4,85
Starbuzz Classic Line Lmn Mnt (50 g);4,2;4,85
Starbuzz Classic Line O. Mnt (50 g);4,2;4,85
Starbuzz Classic Line Royal Grp (50 g);4,2;4,85
Starbuzz Regular Anjou Chill (100 g);9,95;11,45
Starbuzz Regular Blue Dew (100 g);9,95;11,45
Starbuzz Regular Blue Gee (100 g);9,95;11,45
Starbuzz Regular Cito Mist (100 g);9,95;11,45
Starbuzz Regular Code 0690 (100 g);9,95;11,45
Starbuzz Regular Cucu Jumbo (100 g);9,95;11,45
Starbuzz Regular Double App (100 g);9,95;11,45
Starbuzz Regular Green Charge (100 g);9,95;11,45
Starbuzz Regular Kaktus Chill (100 g);9,95;11,45
Starbuzz Regular Passionova (100 g);9,95;11,45
Starbuzz Regular Pineana (100 g);9,95;11,45
Starbuzz Regular Pinolada (100 g);9,95;11,45
Starbuzz Regular Razzy (100 g);9,95;11,45
Starbuzz Regular Royal Gee (100 g);9,95;11,45
Starbuzz Regular Safari M Dew (100 g);9,95;11,45
Starbuzz Regular Strawmargita (100 g);9,95;11,45
Starbuzz Regular Sweet Meli (100 g);9,95;11,45
Starbuzz Regular Tangi Dream (100 g);9,95;11,45
Starbuzz Regular White Delight (100 g);9,95;11,45
Starbuzz Regular White Nec (100 g);9,95;11,45
Starbuzz Regular Wild Artic (100 g);9,95;11,45
Starbuzz Regular Yellow Freeze (100 g);9,95;11,45
Starbuzz Regular Yellow T (100 g);9,95;11,45
Starbuzz Vintage Cheers! (80 g);8,95;10,3
Starbuzz Vintage Dark Winilla (80 g);8,95;10,3
Starbuzz Vintage Delhi T (80 g);8,95;10,3
Starbuzz Vintage Fresh Cito (80 g);8,95;10,3
Starbuzz Vintage Hunny Dew Me (80 g);8,95;10,3
Starbuzz Vintage Indian App Kick ® (50 g);4,3;4,95
Starbuzz Vintage Plus Alaskan Freeze® (50 g);4,3;4,95
Starbuzz Vintage Plus Cheers! (50 g);4,3;4,95
Starbuzz Vintage Plus Colombian Kick (50 g);4,3;4,95
Starbuzz Vintage Plus Dark Caribbean (50 g);4,3;4,95
Starbuzz Vintage Plus Dark Mist (50 g);4,3;4,95
Starbuzz Vintage Plus Dark Valencia (50 g);4,3;4,95
Starbuzz Vintage Plus Dark Winilla (50 g);4,3;4,95
Starbuzz Vintage Plus Delhi T (50 g);4,3;4,95
Starbuzz Vintage Plus Fresh Cito (50 g);4,3;4,95
Starbuzz Vintage Plus Fuzzy Kick (50 g);4,3;4,95
Starbuzz Vintage Plus Green Savior (50 g);4,3;4,95
Starbuzz Vintage Plus Hunny Dew Me (50 g);4,3;4,95
Starbuzz Vintage Plus Kick Me Red (50 g);4,3;4,95
Starbuzz Vintage Plus La Dominikana (50 g);4,3;4,95
Starbuzz Vintage Plus Morning Breeze® (50 g);4,3;4,95
Starbuzz Vintage Plus Shanghai Passion (50 g);4,3;4,95
Starbuzz Vintage Plus Timisue (50 g);4,3;4,95
Starbuzz Vintage Plus Tokyo Kick (50 g);4,3;4,95
Starbuzz Vintage Plus White Mist® (50 g);4,3;4,95
Starbuzz Vintage Timisue (80 g);8,95;10,3
Starline Asian Blaze (200 g);19,49;22,4
Starline Asian Blaze (50 g);4,99;5,75
Starline Belgian Morning (200 g);19,49;22,4
Starline Belgian Morning (50 g);4,99;5,75
Starline Black Glace (50 g);4,99;5,75
Starline Blue Crump (200 g);19,49;22,4
Starline Blue Crump (50 g);4,99;5,75
Starline Crimson Boom (50 g);4,99;5,75
Starline Dreamy White (50 g);4,99;5,75
Starline Emerald Touch (50 g);4,99;5,75
Starline Exotic Mix (50 g);4,99;5,75
Starline French Puff (200 g);19,49;22,4
Starline French Puff (50 g);4,99;5,75
Starline Grainy Red (50 g);4,99;5,75
Starline Mellow Yellow (50 g);4,99;5,75
Starline Purple Dreams (50 g);4,99;5,75
Starline Summer Fizz (50 g);4,99;5,75
Starline Sunny Burst (50 g);4,99;5,75
Starline Thai Sunrise (50 g);4,99;5,75
Starline Tropic Chi (200 g);19,49;22,4
Starline Tropic Chi (50 g);4,99;5,75
Starline Violet Charm (200 g);19,49;22,4
Starline Violet Charm (50 g);4,99;5,75
Starline Wild Drops (50 g);4,99;5,75
Sting Lata (60 g);2,25;2,6
Sting picadura pipa (20g);1,45;1,65
Sting Picadura Pipa (80g);5,6;6,45
Sting Virginia (100 g);5,9;6,8
Street Smoke Angel Face (50 g);4,55;5,25
Street Smoke Artic Prince (200 g);17,5;20,1
Street Smoke Artic Prince (50 g);4,55;5,25
Street Smoke Barista (200g);17,5;20,1
Street Smoke Barista (50 g);4,55;5,25
Street Smoke Bartender (50 g);4,55;5,25
Street Smoke Beach With A P (200 g);17,5;20,1
Street Smoke Beach With A P (50 g);4,55;5,25
Street Smoke Blue Beast (50 g);4,55;5,25
Street Smoke Booty (50 g);4,55;5,25
Street Smoke Bro (50 g);4,55;5,25
Street Smoke Desert Dream (200 g);17,5;20,1
Street Smoke Desert Dream (50 g);4,55;5,25
Street Smoke Dr. Street (50 g);4,55;5,25
Street Smoke Green Craze (50 g);4,55;5,25
Street Smoke Gypsy Queen (50 g);4,55;5,25
Street Smoke Habibo (200 g);17,5;20,1
Street Smoke Habibo (50 g);4,55;5,25
Street Smoke Lil Chill (50 g);4,55;5,25
Street Smoke Machine (50 g);4,55;5,25
Street Smoke MBA P (50 g);4,55;5,25
Street Smoke Mic Drop (200 g);17,5;20,1
Street Smoke Mic Drop (50 g);4,55;5,25
Street Smoke Mr. Grumpy (50 g);4,55;5,25
Street Smoke Mrs. Pink (50 g);4,55;5,25
Street Smoke Namaste (50 g);4,55;5,25
Street Smoke Red Charm (50 g);4,55;5,25
Street Smoke Russian Roulette (50 g);4,55;5,25
Street Smoke Scar (50 g);4,55;5,25
Street Smoke Street Love (50 g);4,55;5,25
Street Smoke Super Mama (50 g);4,55;5,25
Street Smoke The Boss (200 g);17,5;20,1
Street Smoke The Boss (50 g);4,55;5,25
Street Smoke Yummy (50 g);4,55;5,25
Sweet Dublin Mixture (50 g);5,6;6,45
T.Radford Sunday S Fant. (50 g);5,7;6,55
Tabacco Way - Be Happy - Golden Virginia (150 g);15;17,25
Tabacco Way - Be Happy - Golden Virginia (250 g);24,5;28,2
Tabacco Way - Be Happy - Golden Virginia (50 g);5,1;5,85
Tabacco Way - Brazilian Spirit Tobacco - American Blend (150 g) - Bolsa;15,6;17,95
Tabacco Way - Brazilian Spirit Tobacco - American Blend (50 g) - Petaca;5,5;6,3
Tabacco Way - Brazilian Spirit Tobacco - Brazilian Blend (150 g) - Bolsa;15,6;17,95
Tabacco Way - Brazilian Spirit Tobacco - Brazilian Blend (50 g) - Petaca;5,4;6,2
Tabacco Way - Brazilian Spirit Tobacco - Oriental Blend (150 g) - Bolsa;15,6;17,95
Tabacco Way - Brazilian Spirit Tobacco - Oriental Blend (50 g) - Petaca;5,5;6,3
Tabacco Way - Doctor Pipe - Dark Diamond (50 g) - Lata;11,1;12,75
Tabacco Way - Doctor Pipe - Dark Diamond (50 g) - Petaca;7,8;8,95
Tabacco Way - Doctor Pipe - Dark Fired (50 g) - Lata;8,95;10,3
Tabacco Way - Doctor Pipe - Dark Fired (50 g) - Petaca;5,65;6,5
Tabacco Way - Doctor Pipe - English Blend (50 g) - Lata;11,15;12,8
Tabacco Way - Doctor Pipe - English Blend (50 g) - Petaca;7,8;8,95
Tabacco Way - Doctor Pipe - Latakia (50 g) - Lata;12,7;14,6
Tabacco Way - Doctor Pipe - Latakia (50 g) - Petaca;9,4;10,8
