Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Al Sultan Molasses Water Melon Flavour (250 g);11,9;13,7
Al Sultan Molasses Water Melon Flavour (50 g);2,5;2,9
Al Sultan Molasses Water Melon Flavour Bote (250 g);12;13,8
Al Sultan Molasses Watermelon and Mint Flavour (50 g);2,5;2,9
Al Waha Ali Baba (200 g);13,2;15,2
Al Waha Ali Baba (50 g);3,3;3,8
Al Waha Kaktus Jack (200 g);13,2;15,2
Al Waha Kaktus Jack (50 g);3,3;3,8
Al Waha Ringle Rangle (200 g);13,2;15,2
Al Waha Ringle Rangle (50 g);3,3;3,8
Al-Katar 2M (50 g);3,3;3,8
Al-Katar Gbrizz (50 g);3,3;3,8
Al-Katar LMbrizz (50 g);3,3;3,8
Al-Katar Rbrizz (50 g);3,3;3,8
Al-Katar Ubrizz (50 g);3,3;3,8
Al-Katar Wbrizz (50 g);3,3;3,8
Almassiva 4B (200 g);13,85;15,95
Almassiva 4B (50 g);3,85;4,45
Almassiva Black Lebanese (200 g);13,85;15,95
Almassiva Black Lebanese (50 g);3,85;4,45
Almassiva Blaulicht (200 g);13,85;15,95
Almassiva Blaulicht (50 g);3,85;4,45
Almassiva Sommer In Beirut (50 g);3,85;4,45
Almassiva The Big M (50 g);3,85;4,45
Aloha American (100 g);7,5;8,6
Aloha American (200 g);13,5;15,5
Aloha American (50 g);3,3;3,8
Aloha Atlantic (100 g);7,5;8,6
Aloha Atlantic (200 g);13,5;15,5
Aloha Atlantic (50 g);3,95;4,55
Aloha Double Up (100 g);7,5;8,6
Aloha Double Up (200 g);13,5;15,5
Aloha Double Up (50 g);3,95;4,55
Aloha Los Locos (100 g);7,5;8,6
Aloha Los Locos (200 g);13,5;15,5
Aloha Los Locos (50 g);3,3;3,8
Aloha Maverick (100 g);7,5;8,6
Aloha Maverick (200 g);13,5;15,5
Aloha Maverick (50 g);3,3;3,8
Aloha Nazaré (100 g);7,5;8,6
Aloha Nazaré (200 g);13,5;15,5
Aloha Nazaré (50 g);3,95;4,55
Aloha Pacific (100 g);7,5;8,6
Aloha Pacific (200 g);13,5;15,5
Aloha Pacific (50 g);3,3;3,8
Aloha Shaka Shaka (50 g);3,95;4,55
Aloha Shaka-Shaka (100 g);7,5;8,6
Aloha Shaka-Shaka (200 g);13,5;15,5
Aloha Somo (100 g);7,5;8,6
Aloha Somo (200 g);13,5;15,5
Aloha Somo (50 g);3,95;4,55
Aloha Sparrow (100 g);7,5;8,6
Aloha Sparrow (200 g);13,5;15,5
Aloha Sparrow (50 g);3,95;4,55
Aloha Splash (100 g);7,5;8,6
Aloha Splash (200 g);13,5;15,5
Aloha Splash (50 g);3,3;3,8
Aloha T.Riko (100 g);7,5;8,6
Aloha T.Riko (200 g);13,5;15,5
Aloha T.Riko (50 g);3,95;4,55
Alonso Special Mixture (30 g);2,4;2,75
Alonso Special Mixture (60 g);4,8;5,5
Alonso Special Mixture (85 g);5,95;6,85
Alpha Original (100 g);3,9;4,5
Alpha Original (170 g);6,5;7,5
Alpha Original (25 g);1;1,15
Alrayan Blue Aroma (50 g);2,65;3,05
Alrayan Cappuccino (50 g);2,65;3,05
Alrayan Cherry With Mint (50 g);2,65;3,05
Alrayan Cinnamon Gum (50 g);2,65;3,05
Alrayan Creamy Straweber (50 g);2,65;3,05
Alrayan Fruit (50 g);2,65;3,05
Alrayan Lemon With Mint (50 g);2,65;3,05
Alrayan Mint (50 g);2,65;3,05
Alrayan Two Apple (50 g);2,65;3,05
Alrayan Watermelon (50 g);2,65;3,05
Alsbo Black (50 g);6,8;7,8
Alsbo Gold (50 g);6,8;7,8
Alsbo Ruby (50 g);6,7;7,7
Alsbo Sungold (50 g);6,5;7,5
Alsbo Whisky (50 g);4,7;5,4
Al-Waha  Fresh Pea (50 g);2,95;3,4
Al-Waha 66 (200 g);13,2;15,2
Al-Waha 66 (50 g);3,3;3,8
Al-Waha Amor (200 g);13,2;15,2
Al-Waha Amor (50 g);3,3;3,8
Al-Waha Big Boy (200 g);13,2;15,2
Al-Waha Big Boy (50 g);3,3;3,8
Al-Waha Big Boy Groz (50 g);3,3;3,8
Al-Waha Blue Lion (200 g);13,2;15,2
Al-Waha Blue Lion (50 g);3,3;3,8
Al-Waha Blue Van Cre (200 g);13,2;15,2
Al-Waha Blue Van Crea (50 g);3,3;3,8
Al-Waha Casper (200 g);13,2;15,2
Al-Waha Casper (50 g);3,3;3,8
Al-Waha Casper Groz (50 g);3,3;3,8
Al-Waha Dirty Thirty (200 g);13,2;15,2
Al-Waha Dirty Thirty (50 g);3,3;3,8
Al-Waha Dólar (200 g);13,2;15,2
Al-Waha Dólar (50 g);3,3;3,8
Al-Waha Dólar Groz (50 g);3,3;3,8
Al-Waha Fck 66 (200 g);13,2;15,2
Al-Waha Fck 66 (50 g);3,3;3,8
Al-Waha Fresh Bon (200 g);13,2;15,2
Al-Waha Fresh Bon (50 g);3,3;3,8
Al-Waha Fresh Bon Groz (50 g);3,3;3,8
Al-Waha Fresh GM (200 g);13,2;15,2
Al-Waha Fresh GM (50 g);3,3;3,8
Al-Waha Fresh Loco (200 g);13,2;15,2
Al-Waha Fresh Loco (50 g);3,3;3,8
Al-Waha Fresh Mang Tang (200 g);11,8;13,55
Al-Waha Fresh Mang Tang (50 g);2,95;3,4
Al-Waha Fresh Mang Tang Groz (50 g);2,95;3,4
Al-Waha Fresh Mara (50 g);3,3;3,8
Al-Waha Fresh Mara Groz (50 g);3,3;3,8
Al-Waha Fresh Mary (200 g);13,2;15,2
Al-Waha Fresh Pea (200 g);11,8;13,55
Al-Waha Freshy Cherr (200 g);11,8;13,55
Al-Waha Freshy Cherr (50 g);2,95;3,4
Al-Waha Freshy Red Groz (50 g);3,3;3,8
Al-Waha Friday 13 (200 g);13,2;15,2
Al-Waha Friday 13 (50 g);3,3;3,8
Al-Waha Friday 13 Groz (50 g);3,3;3,8
Al-Waha Funky Fresh (200 g);13,2;15,2
Al-Waha Funky Fresh (50 g);3,3;3,8
Al-Waha Grap Min (200 g);11,8;13,55
Al-Waha Grap Min (50 g);2,95;3,4
Al-Waha Gumba (200 g);13,2;15,2
Al-Waha Gumba (50 g);3,3;3,8
Al-Waha Hot´n Cold (200 g);13,2;15,2
Al-Waha Hot'n Cold (50 g);3,3;3,8
Al-Waha Lazourdi (200 g);13,2;15,2
Al-Waha Lazourdi (50 g);3,3;3,8
Al-Waha Lazourdi Groz (50 g);3,3;3,8
Al-Waha Lcorce (200 g);13,2;15,2
Al-Waha Lcorce (50 g);3,3;3,8
Al-Waha Lem Min (200 g);11,8;13,55
Al-Waha Lem Min (50 g);2,95;3,4
Al-Waha Libella Swing (200 g);13,2;15,2
Al-Waha Libella Swing (50 g);3,3;3,8
Al-Waha Libuma (200 g);13,2;15,2
Al-Waha Libuma (50 g);3,3;3,8
Al-Waha Mang Lem Ned (200 g);13,2;15,2
Al-Waha Mang Lem Ned (50 g);3,3;3,8
Al-Waha Masala (200 g);13,2;15,2
Al-Waha Masala (50 g);3,3;3,8
Al-Waha Min Fusion (200 g);13,2;15,2
Al-Waha Min Fusion (50 g);3,3;3,8
Al-Waha Panana Van (200 g);13,2;15,2
Al-Waha Panana Van (50 g);3,3;3,8
Al-Waha Paradisio (200 g);13,2;15,2
Al-Waha Paradisio (50 g);3,3;3,8
Al-Waha Pikchu (200 g);13,2;15,2
Al-Waha Pikchu (50 g);3,3;3,8
Al-Waha Pussy Wagon (200 g);13,2;15,2
Al-Waha Pussy Wagon (50 g);3,3;3,8
Al-Waha Rosito (200 g);13,2;15,2
Al-Waha Rosito (50 g);3,3;3,8
Al-Waha Sakura (200 g);13,2;15,2
Al-Waha Sakura (50 g);3,3;3,8
Al-Waha Sodala (200 g);13,2;15,2
Al-Waha Sodala (50 g);3,3;3,8
Al-Waha Sweet Africa (200 g);13,2;15,2
Al-Waha Sweet Africa (50 g);3,3;3,8
Al-Waha Sweet Africa Groz (50 g);3,3;3,8
Al-Waha The Devil (200 g);13,2;15,2
Al-Waha The Devil (50 g);3,3;3,8
Al-Waha Tornado (200 g);13,2;15,2
Al-Waha Tornado (50 g);3,3;3,8
Al-Waha Trex (200 g);13,2;15,2
Al-Waha Trex (50 g);3,3;3,8
Al-Waha Two App (200 g);11,8;13,55
Al-Waha Two App (50 g);2,95;3,4
Al-Waha Veneto (200 g);13,2;15,2
Al-Waha Veneto (50 g);3,3;3,8
Al-Waha Zero Gravity (200 g);13,2;15,2
Al-Waha Zero Gravity (50 g);3,3;3,8
Alwazir No. 18 Break Me Bad (50 g);3,5;4
Alwazir No. 53 Caribbean Night (50 g);3,5;4
Alwazir No. 54 Loco Mocco (50 g);3,5;4
Alwazir No. 56 Cinnabomb (50 g);3,5;4
Alwazir No. 9 Mistery Land (50 g);3,5;4
American Street Premium Pipa Bolsa (40 g);2,95;3,4
Amphora Full (50 g);6,5;7,5
Amphora Nº 2 (40 g);4,3;4,95
Amphora Nº 8 (40 g);4,3;4,95
Amsterdamer (40 g);3,6;4,15
Amsterdamer Bright Blend (20 g);1,7;1,95
Amsterdamer Essential (20 g);1,5;1,7
Amsterdamer Original Blend (20 g);1,7;1,95
Amsterdamer Original Blend lata (40 g);3,3;3,8
Anda Blue Toteta (200 g);14,9;17,15
Anda Blue Toteta (50 g);4,2;4,85
Anda Chupala (200 g);14,9;17,15
Anda Chupala (50 g);4,2;4,85
Anda Clipporizz (200 g);14,9;17,15
Anda Clipporizz (50 g);4,2;4,85
Anda Red & Green (200 g);14,9;17,15
Anda Red & Green (50 g);4,2;4,85
Anda Sour Dia (200 g);14,9;17,15
Anda Sour Dia (50 g);4,2;4,85
Anda Temptation (200 g);14,9;17,15
Anda Temptation (50 g);4,2;4,85
Anda Temtation (950 g);64,95;74,7
Anda Tiki Taka (200 g);14,9;17,15
Anda Tiki Taka (50 g);4,2;4,85
Anda Tiki Taka (950 g);64,95;74,7
Anda Tropido (200 g);14,9;17,15
Anda Tropido (50 g);4,2;4,85
Apache Red Wide Cut Tobacco (20 g);1,4;1,6
Apache Yellow Wide Cut Tobacco (20 g);1,4;1,6
Apocalypse Babyelia (40 g);2,7;3,1
Apocalypse Baron Rouge  (40 g);2,7;3,1
Apocalypse Chernobyl  (40 g);2,7;3,1
Apocalypse Godfather (40 g);2,7;3,1
Apocalypse Halep Boom (40 g);2,7;3,1
Apocalypse Joker  (40 g);2,7;3,1
Apocalypse King Leonidas (40 g);2,7;3,1
Apocalypse La Force  (40 g);2,7;3,1
Apocalypse Odin (40 g);2,7;3,1
Apocalypse Ommy Shelby (40 g);2,7;3,1
Apocalypse Wonka (40 g);2,7;3,1
Apocalypse Wonka (50 g);3;3,45
Apocalypse Yakuza (40 g);2,7;3,1
Apocalypse Yakuza (50 g);3;3,45
Apocalypse Yodda (40 g);2,7;3,1
AQM Babbel (50 g);3,3;3,8
AQM Black Box (50 g);3,3;3,8
AQM Black&White (50 g);3,3;3,8
AQM Fanex (50 g);3,3;3,8
AQM Golden Anna (50 g);3,3;3,8
AQM Green Leo (50 g);3,3;3,8
AQM Kamasutra (50 g);3,3;3,8
AQM Purple Teeny (50 g);3,3;3,8
AQM Red Balls (50 g);3,3;3,8
AQM Red Fall (50 g);3,3;3,8
AQM Violet Dream (50 g);3,3;3,8
AQM Zero (50 g);3,3;3,8
Arábica Molasses 2 Apples Flavour (200 g);9,5;10,9
Arábica Molasses 2 Apples Flavour (50 g);2,4;2,75
Arábica Molasses 5 Apples Flavour (200 g);9,5;10,9
Arábica Molasses 5 Apples Flavour (50 g);2,4;2,75
Arábica Molasses Banana & Milk Flavour (200 g);9,5;10,9
Arábica Molasses Banana & Milk Flavour (50 g);2,4;2,75
Arábica Molasses Cherry Flavour (200 g);9,5;10,9
Arábica Molasses Cherry Flavour (50 g);2,4;2,75
Arábica Molasses Chocolate Flavour (200 g);9,5;10,9
Arábica Molasses Chocolate Flavour (50 g);2,4;2,75
Arábica Molasses Cola Flavour (200 g);9,5;10,9
Arábica Molasses Cola Flavour (50 g);2,4;2,75
Arabica Molasses Grape (50 g);2,4;2,75
Arábica Molasses Grape Flavour (200 g);9,5;10,9
Arábica Molasses Gum Flavour (200 g);9,5;10,9
Arábica Molasses Gum Flavour (50 g);2,4;2,75
Arábica Molasses Kiwi Flavour (50 g);2,4;2,75
Arábica Molasses Lemon Flavour (200 g);9,5;10,9
Arábica Molasses Lemon Flavour (50 g);2,4;2,75
Arábica Molasses Licuorice Flavour (50 g);2,4;2,75
Arábica Molasses Melon Flavour (50 g);2,4;2,75
Arábica Molasses Mint Flavour (200 g);9,5;10,9
Arábica Molasses Mint Flavour (50 g);2,4;2,75
Arábica Molasses Mix Fruit Flavour (200 g);9,5;10,9
Arábica Molasses Mix Fruit Flavour (50 g);2,4;2,75
Arábica Molasses Orange Flavour (200 g);9,5;10,9
Arábica Molasses Orange Flavour (50 g);2,4;2,75
Arábica Molasses Peach Flavour (200 g);9,5;10,9
Arábica Molasses Peach Flavour (50 g);2,4;2,75
Arábica Molasses Strawberry Flavour (200 g);9,5;10,9
Arábica Molasses Strawberry Flavour (50 g);2,4;2,75
Arábica Molasses Watermelon Flavour (200 g);9,5;10,9
Arábica Molasses Watermelon Flavour (50 g);2,4;2,75
Ashton Artisan's Blend (50 g);14,5;16,7
Ashton Consummate Gentleman (50 g);13,95;16,05
Ashton Gold Rush (50 g);13,95;16,05
Ashton Guilty Pleasure (50 g);14,2;16,35
Ashton Rainy Day (50 g);14,2;16,35
Ashton Smooth Sailing (50 g);13,95;16,05
Ashton Winding Road (50 g);13,95;16,05
Astleys Nº 1 Mixture (50 g);22,8;26,2
Astleys Nº 109 Medium Flake (50 g);29,2;33,6
Astleys Nº 2 Mixture (50 g);23,5;27
Astleys Nº 44 Dark Virginia Flake (50 g);30;34,5
Astleys Nº 55 Elisabethian (50 g);23,5;27
Astleys Nº 66 Cavendish Club (50 g);22,8;26,2
Astleys Nº 88 Matured Dark Virginia (50 g);22,8;26,2
Astleys Nº 99 Royal Tudor (50 g);22,8;26,2
Azure 11 (100 g);12,95;14,9
Azure 12 (100 g);12,95;14,9
Azure 14 (100 g);12,95;14,9
Azure 18 (100 g);12,95;14,9
Azure 2 (100 g);12,95;14,9
Azure 23 (100 g);12,95;14,9
Azure 24 (100 g);12,95;14,9
Azure 25 (100 g);12,95;14,9
Azure 26 (100 g);12,95;14,9
Azure 5 (100 g);12,95;14,9
Azure 8 (100 g);12,95;14,9
Azure 9 (100 g);12,95;14,9
Azure Dark Line After Nine (100 g);10;11,5
Azure Dark Line Annbrry (100 g);10;11,5
Azure Dark Line Atlas MNT(100 g);10;11,5
Azure Dark Line Bangador (100 g);10;11,5
Azure Dark Line Casablanca (100 g);10;11,5
Azure Dark Line Chai Tetuan (100 g);10;11,5
Azure Dark Line Cocoon Spirit (100 g);10;11,5
Azure Dark Line Deep Space (100 g);10;11,5
Azure Dark Line Gold Sky (100 g);10;11,5
Azure Dark Line Ifni Sunrise (100 g);10;11,5
Azure Dark Line Larache (100 g);10;11,5
Azure Dark Line Laser Blast (100 g);10;11,5
Azure Dark Line Rabat Nights (100 g);10;11,5
Azure Dark Line Tan-Tan (100 g);10;11,5
Azure Dark Line Turtle Island (100 g);10;11,5
Backwoods Forest (50 g);3,6;4,15
Backwoods Mountain (20 g);1,7;1,95
Backwoods Mountain (50 g);3,6;4,15
Backwoods Plain (20 g);1,5;1,7
Backwoods Plain (40 g);2,9;3,35
Bakerstreet 104 (50 g);3,8;4,35
Bakerstreet 190 (90 g);6,3;7,25
Bakerstreet 190 Doybag (90 g);5,9;6,8
Barsdorf's Bester Bright Virginia (100 g);6,9;7,95
Barsdorf's Bester Bright Virginia (20 g);1,4;1,6
Barsdorf's Bester Bright Virginia (40 g);2,8;3,2
Barsdorf's Bester Mixture (100 g);6,9;7,95
Barsdorf's Bester Original Blend (20 g);1,4;1,6
Barsdorf's Bester Original Blend (40 g);2,8;3,2
Barsdorf's Bester Red Easy Burn (100 g);6,9;7,95
Barsdorf's Bester Red Easy Burn (40 g);2,8;3,2
Bayside Virginia Blend (20 g);1,5;1,7
Bayside Virginia Blend (50 g);3,5;4
Bellini Torino (50 g);3,9;4,5
Bellini Toscana (50 g);3,9;4,5
Bellini Venezia (50 g);3,9;4,5
Bentley  The Classic One (50 g);17,95;20,65
Bentley The Classic One (100 g);32,95;37,9
Bentley The London Carmine (100 g);32,95;37,9
Bentley The London Carmine (50 g);17,95;20,65
Bentley The Oriental Amber (100 g);32,95;37,9
Bentley The Oriental Amber (50 g);17,95;20,65
Bentley The Planters Purpure (100 g);32,95;37,9
Bentley The Planters Purpure (50 g);17,95;20,65
Bentley The Royal Gold (100 g);32,95;37,9
Bentley The Royal Gold (50 g);17,95;20,65
Bentley The Virginia Ruby (100 g);32,95;37,9
Bentley The Virginia Ruby (50 g);17,95;20,65
Big Ben (18 g);1,35;1,55
Big Ben (200 g);13;14,95
Big Ben (25 g);1,95;2,25
Big Ben Classic Green (150 g);11,5;13,2
Big Ben Classic Green (25 g);2;2,3
Big Ben Classic Mixture (100 g);6,55;7,55
Big Chief Pipe Tobacco Special Indian Cut (175g);7,5;8,6
Big Chief Pipe Tobacco Special Indian Cut (400 g);15,5;17,8
Big Chief Pipe Tobacco Special Indian Cut (80 g);4;4,6
Big Chief Pure Pipe (30 g);2,5;2,9
Big Chief Pure Pipe (60 g);4,5;5,2
Black Jack Life is a Gamble (90 g);4;4,6
Black Jack Life's a gamble (125 g);4;4,6
Black Jack Life's a Gamble (200 g);8;9,2
Black Jack Life's a Gamble Blue (40 g);1,75;2
Black Jack Life's a Gamble Virginia Blend (40 g);1,75;2
Black Jack Original Blend (100 g);6,5;7,5
Black Jack Original Blend (200 g);11,95;13,75
Black V. Original Danish Mixture (40 g);3,9;4,5
Blackburn Anans Shok (100 g);14,95;17,2
Blackburn Bapai Dnner (100 g);14,95;17,2
Blackburn Celebricrisp (100 g);14,95;17,2
Blackburn Chupper Grupper (100 g);14,95;17,2
Blackburn Frostpeak (100 g);14,95;17,2
Blackburn Glacial Tot (100 g);14,95;17,2
Blackburn Green Stoner (100 g);14,95;17,2
Blackburn Green T (100 g);14,95;17,2
Blackburn Haribon (100 g);14,95;17,2
Blackburn Kram Shok (100 g);14,95;17,2
Blackburn Lemn Shok (100 g);14,95;17,2
Blackburn Raserry (100 g);14,95;17,2
Blackburn Real P.F. (100 g);14,95;17,2
Blackburn Summer Basket (100 g);14,95;17,2
Blackburn Zestybliss (100 g);14,95;17,2
Blaze Baba Gamma (200 g);16,95;19,5
Blaze Baba Gamma (50 g);4,95;5,7
Blaze Batluva (200 g);16,95;19,5
Blaze Batluva (50 g);4,95;5,7
Blaze Black Cinema Roll (200g);16,95;19,5
Blaze Black Cinema Roll (50g);4,95;5,7
Blaze Black Luv (200g);16,95;19,5
Blaze Black Luv (50g);4,95;5,7
Blaze Black Uber (200g);16,95;19,5
Blaze Black Uber (50g);4,95;5,7
Blaze Blowtus Dark (200 g);16,95;19,5
Blaze Blowtus Dark (50 g);4,95;5,7
Blaze Koka Koala (200 g);16,95;19,5
Blaze Koka Koala (50 g);4,95;5,7
Blaze Lemenciaga (200 g);16,95;19,5
Blaze Lemenciaga (50 g);4,95;5,7
Blaze Lim Hype (200 g);16,95;19,5
Blaze Lim Hype (50 g);4,95;5,7
Blaze Nana (200 g);16,95;19,5
Blaze Nana (50 g);4,95;5,7
Blaze Preach (200 g);16,95;19,5
Blaze Preach (50 g);4,95;5,7
Blaze White Heaven (200 g);16,95;19,5
Blaze White Heaven (50 g);4,95;5,7
Blaze Wiwi (200 g);16,95;19,5
Blaze Wiwi (50 g);4,95;5,7
Blue Horse Alhambra (50 g);3,3;3,8
Blue Horse Amsterdam Lights (50 g);3,3;3,8
Blue Horse Baku Nights (50 g);3,3;3,8
Blue Horse Beirut Al Araq (50 g);3,3;3,8
Blue Horse Discovery (50 g);3,3;3,8
Blue Horse Istanblue (50 g);3,3;3,8
Blue Horse La Beirut (50 g);3,3;3,8
Blue Horse London Fog (50 g);3,3;3,8
Blue Horse Mi Amor (1000 g);54,95;63,2
Blue Horse Mi Amor (200 g);11,95;13,75
Blue Horse Mi Amor (50 g);3,3;3,8
Blue Horse Moscow Evenings (1000 g);54,95;63,2
Blue Horse Moskow Evenings (50 g);3,3;3,8
Blue Horse No Woman No Cry (50 g);3,3;3,8
Blue Horse Paris Romantique (50 g);3,3;3,8
Blue Horse Rio Kiss (50 g);3,3;3,8
Blue Horse Sputnik (50 g);3,3;3,8
Blue Horse Strangers in the Night (50 g);3,3;3,8
Blue Horse The Coldest Green (200 g);11,95;13,75
Blue Horse The Coldest Green (50 g);3,3;3,8
Blue Horse The Perfect Storm (50 g);3,3;3,8
Blue Horse Thor´s Flash (50 g);3,3;3,8
Blue Horse Tokyo Desire (50 g);3,3;3,8
Blue Horse Venezia Serenata (50 g);3,3;3,8
Blue Horse Wind Of Amazon (50 g);3,3;3,8
Borkum Riff Black (50 g);7;8,05
Borkum Riff Bronze (50 g);6,5;7,5
Borkum Riff Champagne (50 g);5,6;6,45
Borkum Riff Copper (50 g);7;8,05
Borkum Riff Edición Limitada 2012 (100 g);9,2;10,6
Borkum Riff Edición Limitada 2013 (100 g);9,2;10,6
Borkum Riff Edición Limitada 2014 (100 g);10,5;12,1
Borkum Riff Malt Bronze (200 g);20,9;24,05
Borkum Riff Orange (50 g);6,8;7,8
Borkum Riff Original (50 g);6,6;7,6
Borkum Riff Raw Blend (40 g);3,9;4,5
Borkum Riff Ruby (50 g);6,7;7,7
Borkum Riff Scandinavian Mixture (50 g);5,3;6,1
Borkum Riff Special Mixture Nº 8 (50 g);5,3;6,1
Borkum Riff Sungold (50 g);6,9;7,95
Bravo Pipe (100 g);7;8,05
Bravo Pipe (150 g);10,5;12,1
Bravo Pipe (60 g);4,5;5,2
Bravo Pipe (70 g);5,9;6,8
Bravo Pipe Tobacco (150 g);6,5;7,5
Bravo Pipe Tobacco Special Cut (50 g);3,75;4,3
Bravo Pipe Tobacco Special Cut (500 g);19,9;22,9
Brigg Original Lata (50 g);3,6;4,15
Brigg Regular (30 g);2,2;2,55
Brigg Regular Lata (50 g);3,6;4,15
Brookfield No. 1 (200 g);15,2;17,5
Brookfield No. 1 (50 g);4,2;4,85
Brookfield No. 2 (50 g);4,2;4,85
Brookfield No. 4 (50 g);4,2;4,85
Brujito Tabaco de Pipa bolsa (50 g);4;4,6
Brujito Tabaco de Pipa bolsa (80 g);6,4;7,35
Bullbrand Regular Blend (20 g);1,4;1,6
Bullbrand Regular Blend (40 g);2,8;3,2
Calumé Pipa (50 g);2,75;3,15
Camel Vapeleaf Bolsa (20 g);3,8;4,35
Camino (85 g);5,9;6,8
Candelas (70 g);4,95;5,7
Cannibal Beast (45 g);3,3;3,8
Cannibal Bloody (45 g);3,3;3,8
Cannibal Bloody (60 g);4,5;5,2
Cannibal Blue Moon (45 g);3,3;3,8
Cannibal Blue Moon (60 g);4,5;5,2
Cannibal Brute (180 g);12,9;14,85
Cannibal Brute (45 g);3,3;3,8
Cannibal Brute (50 g);3,5;4
Cannibal Brute (60 g);4,5;5,2
Cannibal Bubble (45 g);3,3;3,8
Cannibal Clown (45 g);3,3;3,8
Cannibal Clown (60 g);4,5;5,2
Cannibal Cold Blood (180 g);12,9;14,85
Cannibal Cold Blood (45 g);3,3;3,8
Cannibal Cold Blood (50 g);3,5;4
Cannibal Crazy (45 g);3,3;3,8
Cannibal Crazy (60 g);4,5;5,2
Cannibal Dark Blood (180 g);12,9;14,85
Cannibal Dark Blood (45 g);3,3;3,8
Cannibal Dark Blood (50 g);3,5;4
Cannibal Dark Blood (60 g);4,5;5,2
Cannibal Great (180 g);12,9;14,85
Cannibal Great (45 g);3,3;3,8
Cannibal Great (60 g);4,5;5,2
Cannibal Heartless (45 g);3,3;3,8
Cannibal Lion (180 g);12,9;14,85
Cannibal Lion (45 g);3,3;3,8
Cannibal Lion (50 g);3,5;4
Cannibal Mybro (180 g);12,9;14,85
Cannibal Mybro (50 g);3,5;4
Cannibal Philigrana (180 g);12,9;14,85
Cannibal Philigrana (50 g);3,5;4
Cannibal Ripping (180 g);12,9;14,85
Cannibal Ripping (45 g);3,3;3,8
Cannibal Ripping (60 g);4,5;5,2
Cannibal Scary (45 g);3,3;3,8
Cannibal Scary (50 g);3,5;4
Cannibal Scary (60 g);4,5;5,2
Cannibal Shadow (60 g);4,5;5,2
Cannibal Special Christmas (50 g);3,5;4
Cannibal Sweet Bite (45 g);3,3;3,8
Cannibal The Killer (50 g);3,5;4
Cannibal Tigrish (180 g);12,9;14,85
Cannibal Tigrish (45g);3,3;3,8
Cannibal Tigrish (50 g);3,5;4
Cannibal Tigrish (60 g);4,5;5,2
Cannibal Uh Mamy (180 g);12,9;14,85
Cannibal Uh Mamy (50 g);3,5;4
Cannibal White Panther (180 g);12,9;14,85
Cannibal White Panther (45 g);3,3;3,8
Cannibal White Panther (50 g);3,5;4
Cannibal Wild (60 g);4,5;5,2
Capital Bra 365 Tage (200 g);14,5;16,7
Capital Bra 365 Tage (50 g);3,95;4,55
Capital Bra Black Annab (200 g);14,5;16,7
Capital Bra Black Annab (50 g);3,95;4,55
Capital Bra Huba Ola (200 g);14,5;16,7
Capital Bra Huba Ola (50 g);3,95;4,55
Capìtal Bra Lecker Lecker (200 g);14,5;16,7
Capital Bra Lecker Lecker (50 g);3,95;4,55
Capital Bra Naughty Girl (200 g);14,5;16,7
Capital Bra Naughty Girl (50 g);3,95;4,55
Capital Bra Wann Dann (200 g);14,5;16,7
Capital Bra Wann Dann (50 g);3,95;4,55
Capstan Gold Navy Cut (50 g);9,5;10,9
Capstan Original Navy Cut (50 g);9,5;10,9
Cellini Clásico (50 g);5,3;6,1
Cellini Forte (50 g);5,3;6,1
Chacom Nº 1 (50 g);13,95;16,05
Chacom Nº 2 (50 g);13,95;16,05
Chacom Nº 3 (50 g);13,95;16,05
Chacom Nº 4 (50 g);13,95;16,05
Chacom No 5 (50 g);15,5;17,8
Chacom No 6 (50 g);16;18,4
Chaos Baby Lou (100 g);6,5;7,5
Chaos Baby Noah (50 g);2,95;3,4
Chaos Crazy Goblin (100 g);6,5;7,5
Chaos El Patrón (100 g);6,5;7,5
Chaos El Patron (50 g);2,95;3,4
Chaos Elektra (50 g);2,95;3,4
Chaos Iceman (100 g);6,5;7,5
Chaos Iceman (50 g);2,95;3,4
Chaos Mangana (100 g);6,5;7,5
Chaos Mangana (50 g);2,95;3,4
Chaos Medusa (100 g);6,5;7,5
Chaos Memento (100 g);6,5;7,5
Chaos Memento (50 g);2,95;3,4
Chaos Mephisto (100 g);6,5;7,5
Chaos Mr. Roboto (100 g);6,5;7,5
Chaos Mr. Roboto (50 g);2,95;3,4
Chaos Passionata (50 g);2,95;3,4
Chaos Policeman (50 g);2,95;3,4
Chaos Prince Willian (100 g);6,5;7,5
Chaos The Wave (100 g);6,5;7,5
Chaos WTF (100 g);6,5;7,5
Chillma (100 g);12,9;14,85
Chillma (35 g);7;8,05
Chronos 12 O' Clock (50 g);3,95;4,55
Chronos Deadline (50 g);3,95;4,55
Chronos Devil's Hour (50 g);3,95;4,55
Chronos Era (50 g);3,95;4,55
Chronos Kairos (200 g);13,8;15,85
Chronos Kairos (50 g);3,95;4,55
Chronos Noctis (200 g);13,8;15,85
Chronos Noctis (50 g);3,95;4,55
Chronos Occasum (200 g);13,8;15,85
Chronos Occasum (50 g);3,95;4,55
Chronos One Second (200 g);13,8;15,85
Chronos One Second (50 g);3,95;4,55
Chronos Origen (50 g);3,95;4,55
Chronos Pause (200 g);13,8;15,85
Chronos Pause (50 g);3,95;4,55
Chronos Perception of Time (50 g);3,95;4,55
Chronos Tempo (50 g);3,95;4,55
